year,val,cutoff,percentile,country
1997,28022,cop50,50,Luxembourg
2000,29916,cop50,50,Luxembourg
2004,34260,cop50,50,Luxembourg
2007,34174,cop50,50,Luxembourg
2010,33755,cop50,50,Luxembourg
1989,3734,cop50,50,Mexico
1992,3875,cop50,50,Mexico
1994,3933,cop50,50,Mexico
1996,3022,cop50,50,Mexico
1998,3245,cop50,50,Mexico
2000,3850,cop50,50,Mexico
2002,4004,cop50,50,Mexico
2004,4239,cop50,50,Mexico
2008,5921,cop50,50,Mexico
2010,5584,cop50,50,Mexico
1983,15589,cop50,50,Netherlands
1987,16238,cop50,50,Netherlands
1990,19197,cop50,50,Netherlands
1993,18230,cop50,50,Netherlands
1999,21094,cop50,50,Netherlands
2004,20887,cop50,50,Netherlands
2007,22978,cop50,50,Netherlands
2010,22665,cop50,50,Netherlands
1979,13539,cop50,50,Norway
1986,18560,cop50,50,Norway
1991,19212,cop50,50,Norway
1995,20661,cop50,50,Norway
2000,22376,cop50,50,Norway
2004,24196,cop50,50,Norway
1995,5151,cop50,50,Poland
1999,6313,cop50,50,Poland
2004,6172,cop50,50,Poland
2007,7430,cop50,50,Poland
2010,8719,cop50,50,Poland
1980,9518,cop50,50,Spain
1985,9066,cop50,50,Spain
1990,11694,cop50,50,Spain
1995,12966,cop50,50,Spain
2000,16406,cop50,50,Spain
2004,16101,cop50,50,Spain
2007,17823,cop50,50,Spain
2010,15981,cop50,50,Spain
1981,12601,cop50,50,Sweden
1987,13562,cop50,50,Sweden
1992,15744,cop50,50,Sweden
1995,14739,cop50,50,Sweden
2000,17163,cop50,50,Sweden
2005,19743,cop50,50,Sweden
1982,23830,cop50,50,Switzerland
1992,24213,cop50,50,Switzerland
2000,24175,cop50,50,Switzerland
2002,25702,cop50,50,Switzerland
2004,24755,cop50,50,Switzerland
1979,13072,cop50,50,United Kingdom
1986,13128,cop50,50,United Kingdom
1991,15323,cop50,50,United Kingdom
1994,15813,cop50,50,United Kingdom
1995,15554,cop50,50,United Kingdom
1999,17997,cop50,50,United Kingdom
2004,21355,cop50,50,United Kingdom
2007,22631,cop50,50,United Kingdom
2010,21990,cop50,50,United Kingdom
1979,23583,cop50,50,United States
1986,24267,cop50,50,United States
1991,24189,cop50,50,United States
1994,24054,cop50,50,United States
1997,25413,cop50,50,United States
2000,27320,cop50,50,United States
2004,27559,cop50,50,United States
2007,27970,cop50,50,United States
2010,27058,cop50,50,United States
1981,19965,cop60,60,Australia
1985,20013,cop60,60,Australia
1989,20412,cop60,60,Australia
1995,18911,cop60,60,Australia
2001,21229,cop60,60,Australia
2003,21573,cop60,60,Australia
1987,21842,cop60,60,Austria
1994,23839,cop60,60,Austria
1995,20942,cop60,60,Austria
1997,23007,cop60,60,Austria
2000,24200,cop60,60,Austria
2004,25577,cop60,60,Austria
1985,16559,cop60,60,Belgium
1988,17307,cop60,60,Belgium
1992,18524,cop60,60,Belgium
1995,21067,cop60,60,Belgium
1997,21066,cop60,60,Belgium
2000,22485,cop60,60,Belgium
1981,24560,cop60,60,Canada
1987,25101,cop60,60,Canada
1991,25195,cop60,60,Canada
1994,25148,cop60,60,Canada
1997,25179,cop60,60,Canada
1998,25749,cop60,60,Canada
2000,25600,cop60,60,Canada
2004,27505,cop60,60,Canada
2007,29708,cop60,60,Canada
2010,30518,cop60,60,Canada
1987,20564,cop60,60,Denmark
1992,20115,cop60,60,Denmark
1995,21287,cop60,60,Denmark
2000,22574,cop60,60,Denmark
2004,23734,cop60,60,Denmark
2000,5828,cop60,60,Estonia
2004,7527,cop60,60,Estonia
2007,11596,cop60,60,Estonia
2010,10448,cop60,60,Estonia
1987,16093,cop60,60,Finland
1991,17789,cop60,60,Finland
1995,15936,cop60,60,Finland
2000,17985,cop60,60,Finland
2004,20227,cop60,60,Finland
2007,22215,cop60,60,Finland
2010,22847,cop60,60,Finland
1978,15779,cop60,60,France
1984,17201,cop60,60,France
